time,invT,err
sec,invK,invK
10,5.69082487828556E-9,0.0305559174705483
20,0.0309177040551637,0.0304235072701787
30,0.16354492856227,0.0310041613605584
40,0.0257067544980993,0.0304168000543826
50,0.229385240668448,0.0315758820964316
60,0.0729755814526207,0.0305226592003328
70,0.0944919656844034,0.0306041823047739
130,0.00307327666806536,0.0304019879235158
190,0.13037980397865,0.030785983241874
250,0.15317269939457,0.030930807827432
310,0.218117742840896,0.0314652676659063
370,0.240192001835483,0.0316868167798354
430,0.18721155441753,0.031188753724475
490,0.205550248068169,0.0313480386189577
550,0.209800501990837,0.0313869550090771
610,0.214753422334717,0.03143324716359
670,0.269728827323581,0.0320138074031748
730,0.231166956058205,0.031593846824853
790,0.214781683140757,0.0314335142025549
850,0.188970575454748,0.0312034210739775
910,0.281233973496513,0.0321504335185974
970,0.226007646109985,0.031542180336056
1030,0.226677341581873,0.0315488256957256
1090,0.261100288943273,0.0319147220074917
1150,0.233581970434504,0.0316184023568357
1210,0.277620443814697,0.0321069705396137
1270,0.249449128872139,0.0317855769167825
1330,0.293067544820957,0.0322962704141115
1390,0.158171864463819,0.0309655843422344
1450,0.303458958545159,0.032428718197165
1510,0.247341557779529,0.0317627911466349
1570,0.308749296352312,0.0324977061680215
1630,0.229691399404983,0.0315789598771912
1690,0.313548067393375,0.032561185680803
1750,0.303413141779208,0.0324281253017736
1810,0.252760781630975,0.0318217375012009
1870,0.144384017375578,0.0308722889602029
1930,0.252484596470249,0.0318187051330745
1990,0.206926035478561,0.0313605537613458
2050,0.285338641923482,0.0322004129973243
2110,0.230906185889207,0.0315912094811243
2170,0.344486803149444,0.0329907008170723
2230,0.17191903325342,0.0310667519050608
2290,0.21648932093742,0.0314497107976633
2350,0.18618945529119,0.0311802909652276
2410,0.362096285729632,0.0332504737644356
2470,0.278361219539128,0.0321158394499182
2530,0.336378947925782,0.0328747906062215
2590,0.204797054774506,0.0313412202982053
2650,0.258937480790551,0.0318903433305218
2710,0.260466989940959,0.031907564543277
2770,0.240028859905554,0.0316851070708937
2830,0.281456634408825,0.0321531280978946
2890,0.200930034523837,0.031306585143628
2950,0.311005879143624,0.032527450367683
3010,0.26318987591836,0.0319384500595427
3070,0.203157071652499,0.031326455767157
3130,0.320543902309998,0.0326552547727417
3190,0.248082761671966,0.0317707844105592
3250,0.260505955599641,0.0319080044726411
3310,0.284202643071871,0.0321865161038889
3370,0.259964718318762,0.0319018991547205
3430,0.241889363018883,0.0317046683383466
3490,0.216936783700546,0.0314539747111506
3550,0.271323850184018,0.0320324422203252
3610,0.200887643315316,0.0313062089128697
3670,0.185358758892535,0.0311734454270316
3730,0.213327536212781,0.0314198165202018
3790,0.274829903129326,0.0320737513240383
