time,invT,err
sec,invK,invK
0,0.0427310913746843,0.00245823972705368
0.04,0.201347523247758,0.0055445781800291
0.09,0.376057624107794,0.00975196205118967
0.16,0.555901677931778,0.014213722374515
0.25,0.715702325453239,0.0182117199259315
0.37,0.875565293869734,0.0222250631457019
0.53,1.0165236953143,0.0257700926092604
0.76,1.17617249819771,0.0297894948958839
1.07,1.31871171475014,0.0333806930798601
1.48,1.44910903350578,0.036667446101785
2.04,1.56955863116013,0.039704375669236
2.81,1.67979386077842,0.0424843600094752
3.86,1.76520578734402,0.0446386461998767
5.26,1.8304458907552,0.0462843061195614
7.16,1.87465707852517,0.0473995850516298
9.76,1.89723760354698,0.0479692241695507
19.76,1.86850932294897,0.0472444977280177
29.76,1.80555423909476,0.0456564080595415
39.76,1.72889614836766,0.0437228033771409
49.76,1.6594238915965,0.0419706200829128
59.76,1.59185380760133,0.0402665888927919
69.76,1.52948884757137,0.0386940017786952
79.76,1.4633849281585,0.0370273471816714
89.76,1.40924223694174,0.0356624537092443
99.76,1.35409101959635,0.034272333281502
109.76,1.30200645335163,0.0329597164439518
119.76,1.25105268841215,0.0316758178653924
129.76,1.21192561647404,0.0306900862325683
139.76,1.16713734244822,0.0295619295603654
149.76,1.12622751276392,0.0285316715944294
159.76,1.08671964591371,0.0275369287440877
169.76,1.06040353783767,0.0268744580097104
179.76,1.03046661077284,0.0261209717287136
189.76,0.996586425542161,0.0252684241139526
199.76,0.969929294383099,0.0245977873333173
209.76,0.942616706950982,0.0239108133030151
219.76,0.914570887642688,0.0232055720832171
229.76,0.892191320465733,0.0226429531886707
239.76,0.869128039906597,0.022063285406949
249.76,0.849826343103931,0.02157827769006
259.76,0.824321212415933,0.0209375690388727
269.76,0.810087914971074,0.0205801116741733
279.76,0.790511104112052,0.0200885747851804
289.76,0.773532478617046,0.0196623916656394
299.76,0.757612773951994,0.0192628953088638
309.76,0.744212497780248,0.0189267075732537
319.76,0.728358065229584,0.0185290560940022
329.76,0.712316889281391,0.018126845622868
339.76,0.695747710035852,0.0177115370699541
349.76,0.684004541407837,0.0174172853191887
359.76,0.669566302522614,0.0170556139527394
369.76,0.660121905174867,0.0168191061292154
379.76,0.647965799799145,0.0165147774009639
389.76,0.631692242801544,0.0161075286077715
399.76,0.623734793857055,0.0159084627195691
409.76,0.617385030612698,0.0157496501303429
419.76,0.604152924837007,0.0154188088988373
429.76,0.592933323781542,0.0151384020766284
439.76,0.580111789664715,0.014818097264056
449.76,0.574191091211457,0.0146702400388967
459.76,0.564533864783028,0.0144291452659911
469.76,0.553651325759698,0.0141575762052575
479.76,0.544827880790793,0.0139374858589224
489.76,0.53993355822198,0.0138154410796019
499.76,0.534901021241271,0.0136899792444429
509.76,0.526558643171386,0.0134820706365025
519.76,0.514611726583284,0.0131844846247131
529.76,0.51193075501672,0.0131177303907889
539.76,0.500499220392308,0.012833206532851
549.76,0.491054806758724,0.0125982854322667
559.76,0.48370578824839,0.0124155809558634
569.76,0.476078115009009,0.0122260417120007
579.76,0.474128241258829,0.0121776052157472
589.76,0.473957412227343,0.0121733619904248
599.76,0.465625651091237,0.0119664713289502
609.76,0.456320276488222,0.011735553615754
619.76,0.452682036100256,0.0116453135687979
629.76,0.451627481844662,0.0116191620829962
639.76,0.439934492028754,0.0113293433436265
649.76,0.432214121668028,0.0111381476762906
659.76,0.430030137006098,0.0110840851529364
669.76,0.430475913982635,0.0110951190704772
679.76,0.416729017800011,0.0107550695063916
689.76,0.416742353712855,0.01075539916772
699.76,0.407707857039994,0.0105321721161733
709.76,0.407986775603641,0.0105390605378216
719.76,0.404151723995918,0.0104443649807102
729.76,0.399675461564853,0.0103338874438401
739.76,0.391691106736881,0.0101369689881745
749.76,0.391460725360131,0.0101312898571427
759.76,0.389045229020349,0.0100717550712275
769.76,0.382636827933071,0.00991389403700607
779.76,0.381190528969627,0.00987828461884443
789.76,0.37752151786785,0.00978798012274664
799.76,0.369859270333501,0.00959953656810273
809.76,0.374601452482391,0.00971614110962574
819.76,0.364265905290518,0.00946210436925099
829.76,0.360754257030957,0.00937587955664279
839.76,0.362377420563784,0.00941572891338731
849.76,0.357609627211253,0.00929870596720337
859.76,0.35254873924888,0.00917458550586501
869.76,0.352409932927708,0.0091711826560372
879.76,0.346976288115314,0.00903803829188891
889.76,0.345461868728583,0.0090009513653283
899.76,0.342937844960157,0.00893916183677687
909.76,0.342144078287207,0.00891973568873778
919.76,0.336510359906211,0.00878194004887657
929.76,0.339962827089521,0.00886636739453038
939.76,0.337434391376858,0.00880453120331826
949.76,0.333552050370535,0.00870964044396969
959.76,0.330415434265956,0.00863302815853278
969.76,0.323534446530841,0.00846512756422537
979.76,0.324179442898726,0.00848085580002672
989.76,0.31778999631236,0.008325144695919
999.76,0.321953941204132,0.00842659598934124
1009.76,0.320742562008599,0.00839707222671313
1019.76,0.312347591868175,0.00819268625398177
1029.76,0.317633033191048,0.00832132221857135
1039.76,0.311479253377737,0.00817156773711942
1049.76,0.309462831071102,0.00812254377106365
1059.76,0.313686645153707,0.00822526119055099
1069.76,0.304975181275408,0.00801352383521292
1079.76,0.306052896601389,0.00803969419802076
1089.76,0.304118701102245,0.00799273077227878
1099.76,0.304392906479705,0.00799938726543955
1109.76,0.302795290891108,0.00796061069172577
1119.76,0.300295435785024,0.00789996706423747
1129.76,0.296371641464048,0.00780486019524201
1139.76,0.299052013752835,0.00786981769910371
1149.76,0.297428047003366,0.00783045611416452
1159.76,0.299114098231816,0.00787132283383336
1169.76,0.294626879396249,0.00776260193906814
1179.76,0.289057937727129,0.00762785891697777
1189.76,0.28803044833113,0.00760302177834285
1199.76,0.286418459350491,0.00756407082839935
1209.76,0.28832877038359,0.00761023224521808
1219.76,0.289041066352926,0.00762745103123001
1229.76,0.286716896645245,0.0075712806531753
1239.76,0.287018775035127,0.0075785742596136
1249.76,0.275383301277412,0.00729794255350742
1259.76,0.282504148739439,0.00746956657301312
1269.76,0.279671622726469,0.00740125124015283
1279.76,0.282143296113297,0.00746086010498011
1289.76,0.276570459629602,0.00732652756014566
1299.76,0.275784855375011,0.00730761012246556
1309.76,0.276235997722318,0.00731847308110887
1319.76,0.272703796057512,0.00723346573545442
1329.76,0.275373725966038,0.00729771203995066
1339.76,0.277503152468913,0.0073489932448231
1349.76,0.271017524912263,0.00719291923247474
1359.76,0.271840859456885,0.0072127134211866
1369.76,0.272971446486501,0.00723990356812491
1379.76,0.26996511328274,0.00716762594924687
1389.76,0.271274583036436,0.00719909868622829
1399.76,0.269240420207722,0.00715021437179873
1409.76,0.264341867827234,0.00703263997997114
1419.76,0.268892173541085,0.00714184893689934
1429.76,0.265486377952144,0.00706009152663787
1439.76,0.263958719819592,0.00702345262881106
1449.76,0.270814028205711,0.00718802774039318
1459.76,0.263600176711205,0.00701485646275668
1469.76,0.260013640685327,0.00692893280043239
1479.76,0.264129452244423,0.00702754639003256
1489.76,0.261711814802076,0.0069696017112947
1499.76,0.26537095698737,0.00705732257984221
1509.76,0.259532182721583,0.00691740743892143
1519.76,0.257874231706364,0.006877735389135
1529.76,0.262535396905608,0.00698933493247829
1539.76,0.259592700130747,0.00691885601288991
1549.76,0.260153500915549,0.00693228124568299
1559.76,0.259170313986847,0.00690874629315311
1569.76,0.259181642339307,0.00690901741284644
1579.76,0.256575409144613,0.00684667503849419
1589.76,0.256756254777488,0.00685099884871444
1599.76,0.250947937693074,0.00671229022771137
1609.76,0.256861447019996,0.00685351401937568
1619.76,0.25575645404865,0.00682709874628201
1629.76,0.252292986418429,0.00674438126492877
1639.76,0.257500638541621,0.00686879953084266
1649.76,0.255169266018968,0.00681306664514458
1659.76,0.254259846849804,0.00679134085269649
1669.76,0.254551270948003,0.00679830200936209
1679.76,0.251982952797734,0.00673698264639242
1689.76,0.249703191674843,0.00668260885696461
1699.76,0.253677959458632,0.00677744401668262
1709.76,0.260546315720745,0.0069416867459363
1719.76,0.252314073340364,0.00674488451706565
1729.76,0.254739681587953,0.00680280296350176
1739.76,0.251957892678343,0.00673638465631458
1749.76,0.248295184071427,0.00664905394702094
1759.76,0.251153929077737,0.00671720370202143
1769.76,0.249383503024062,0.00667498837690529
1779.76,0.250942637139845,0.00671216380035594
1789.76,0.252292817912254,0.00674437724344521
1799.76,0.254070626206197,0.00678682144973013
1809.76,0.251056709894174,0.00671488469651303
1819.76,0.246520380287925,0.00660678768080064
1829.76,0.250181997431923,0.00669402423444445
1839.76,0.246733646911754,0.00661186475901018
1849.76,0.249587537342355,0.00667985185909819
1859.76,0.251564282966135,0.00672699309472121
1869.76,0.248942971842438,0.00666448910298868
1879.76,0.251329409026385,0.00672138973639515
1889.76,0.249127725504087,0.0066688921286946
1899.76,0.246294180087517,0.00660140323902785
1909.76,0.244514380575391,0.00655905652943485
1919.76,0.245666143160844,0.00658645643112389
1929.76,0.249074551474829,0.00666762485527356
1939.76,0.247858206343935,0.00663864437222613
1949.76,0.248683658660744,0.00665830978976866
1959.76,0.24309961566808,0.00652541996499441
1969.76,0.242912068456564,0.00652096263525707
1979.76,0.241398529673624,0.00648500572248565
1989.76,0.242295277284002,0.00650630649243087
1999.76,0.243601456203989,0.00653734886359802
2009.76,0.241664937671566,0.00649133285391423
2019.76,0.247785905399996,0.0066369222326781
2029.76,0.242949671907238,0.00652185630383605
2039.76,0.24447011669589,0.00655800380287169
2049.76,0.246172406360382,0.00659850478129254
2059.76,0.243660347586748,0.00653874891346414
2069.76,0.241411401167457,0.00648531139903747
2079.76,0.240941881364334,0.00647416231051741
2089.76,0.242746834993585,0.00651703595097119
2099.76,0.244987087365206,0.00657030024673672
2109.76,0.240329317732797,0.00645962034515396
2119.76,0.242388280782022,0.00650851615967023
2129.76,0.242295862620701,0.00650632039912192
2139.76,0.241757577546033,0.00649353321991471
2149.76,0.240463256345099,0.00646279961419879
2159.76,0.241901664967609,0.00649695575280117
2169.76,0.237916539858938,0.00640238458045611
2179.76,0.241703303829395,0.00649224410830598
2189.76,0.241885245978194,0.00649656573786933
2199.76,0.240454225015219,0.00646258523315947
2209.76,0.243216706666911,0.00652820300110888
2219.76,0.242072751784761,0.00650101991280632
2229.76,0.2421006321398,0.00650168224087603
2239.76,0.236658063567743,0.0063725583623803
2249.76,0.241619177943198,0.00649024601291625
2259.76,0.241323399645382,0.00648322154710986
2269.76,0.244709418943261,0.0065636953785043
2279.76,0.242955486843372,0.00652199450070033
2289.76,0.245427015311001,0.00658076649524187
2299.76,0.244063210061263,0.00654832736829856
2309.76,0.244590110743522,0.00656085766793027
2319.76,0.242962735558882,0.00652216677307252
2329.76,0.242131279541077,0.00650241031328481
2339.76,0.240452723242526,0.00646254958494692
2349.76,0.237598439055727,0.00639484372406609
