time,invT,invT,err
sec,invK,invK,invK
239.76,0.543202726327248,0.246208643160081,0.0066959635397208
249.76,0.537362023501747,0.249632275115524,0.00677166508904313
259.76,0.513105713734326,0.255562333163293,0.00690323599339422
269.76,0.501034883828428,0.257878783932993,0.00695478009842394
279.76,0.485450648936544,0.239791023743392,0.0065545984533546
289.76,0.478093915155864,0.251767920405206,0.00681898455475499
299.76,0.46847367617559,0.244685384673805,0.00666234519104656
309.76,0.455848342985007,0.238626389420878,0.0065290223017786
319.76,0.451214509756038,0.25032196222183,0.00678693842263019
329.76,0.433928389584792,0.239425883221118,0.00654657708474504
339.76,0.429983512435627,0.242720507639191,0.00661903906537841
349.76,0.414627165702562,0.24228402649401,0.00660942807147454
359.76,0.411641574552398,0.248218783789979,0.00674038717956911
369.76,0.402725776820467,0.244859429597913,0.00666618436760065
379.76,0.3963565491585,0.24094098669356,0.00657987633896152
389.76,0.385476135656011,0.238907248264914,0.00653518790396256
399.76,0.381175822907011,0.242110697648986,0.00660561242358492
409.76,0.371547773288927,0.247284542947036,0.00671973228522175
419.76,0.367503674417612,0.241424691325747,0.00659051591910556
429.76,0.358132111430576,0.246419696706577,0.00670062459580027
439.76,0.361173862475976,0.239730478211161,0.00655326822945865
449.76,0.352268735797472,0.243652435781649,0.00663957055119742
459.76,0.348549758830397,0.244709207279084,0.00666287065227527
469.76,0.342407340533117,0.246185494812947,0.00669545236090105
479.76,0.337917510667773,0.247505736669341,0.00672462129046934
489.76,0.331988145000227,0.239425681137124,0.00654657264605039
499.76,0.327584379477736,0.246468564145117,0.00670170392586944
509.76,0.324888287006837,0.242242323342223,0.00660850997333382
519.76,0.3202782715799,0.238623269749448,0.00652895382470366
529.76,0.313430066773281,0.240789231310134,0.00657653917938807
539.76,0.314910157939523,0.24254358305137,0.00661514291436823
549.76,0.317230620489557,0.2484554525147,0.00674562192437704
559.76,0.309692449799765,0.245801450469733,0.00668697293175689
569.76,0.300788334078605,0.246627763686973,0.00670522042817901
579.76,0.30179946865327,0.240899480773077,0.00657896356703039
589.76,0.304057053876648,0.237992086690083,0.00651510294755218
599.76,0.298201608286087,0.244654711612248,0.0066616686418798
609.76,0.290702639003634,0.241152487055092,0.00658452799624885
619.76,0.286974028255747,0.242791042746714,0.00662059250913326
629.76,0.293382494721362,0.23986027637606,0.00655612005858892
639.76,0.284451784091733,0.251464385048177,0.00681225465064072
649.76,0.28326086975132,0.242947985305694,0.0066240492756383
659.76,0.282600525427466,0.240611576141828,0.00657263299436825
669.76,0.282809401494026,0.251508775567038,0.00681323877325424
679.76,0.285259274530423,0.241995676853169,0.00660308065583095
689.76,0.27986248502547,0.243541629588399,0.00663712856933254
699.76,0.278136075799225,0.241581838863965,0.006593973432104
709.76,0.278999450882407,0.241270335075392,0.0065871202443614
719.76,0.269730456456325,0.242506637617796,0.00661432938826934
729.76,0.278444592183793,0.239224106241371,0.0065421455007304
739.76,0.266487812701131,0.24582653221692,0.00668752664298848
749.76,0.27084503652242,0.244661647565693,0.00666182162531384
759.76,0.270074743489092,0.241496410753986,0.00659209381431637
769.76,0.272500891650875,0.243744740596201,0.00664160495598473
779.76,0.263601668342003,0.239349802483945,0.0065449060536682
789.76,0.267379295936958,0.24406815964307,0.00664873429597495
799.76,0.268488427228237,0.243746961577887,0.00664165390839614
809.76,0.258329923633157,0.240815093206756,0.00657710786353972
819.76,0.266585104735594,0.237069382989424,0.00649486798772186
829.76,0.264243447784127,0.241517764623856,0.00659256363720228
839.76,0.261708958148659,0.248285640612904,0.00674186585496033
849.76,0.262277036891235,0.242225935103417,0.00660814919332683
859.76,0.26197458160145,0.244336724529321,0.00665465581892445
869.76,0.253224734985061,0.245111130197024,0.00667173743025253
879.76,0.258331805543668,0.239252282384666,0.00654276428306487
889.76,0.255607961465764,0.241176125056722,0.00658504793064431
899.76,0.264937100798737,0.241353704452578,0.00658895423037752
909.76,0.259659940898305,0.238936558215151,0.0065358314182154
919.76,0.252003392248255,0.242916625357523,0.00662335851715039
929.76,0.259748001108776,0.243551854265053,0.00663735389508414
939.76,0.261935387910807,0.242043123854278,0.00660412500216789
949.76,0.267860569001782,0.238073602310918,0.00651689134251395
959.76,0.253844334061778,0.245941403433067,0.0066900627061173
969.76,0.252081388988048,0.24775750048125,0.0067301869720194
979.76,0.252545871827066,0.237264872010361,0.00649915376776723
989.76,0.258611288203843,0.24749444327475,0.00672437165484304
999.76,0.257074258997516,0.243048958354617,0.00662627350250142
1009.76,0.244990184808077,0.236774191776159,0.00648839773734601
1019.76,0.253571108369026,0.241958538081413,0.00660226322946301
1029.76,0.252302485653828,0.242150991069759,0.00660649939281377
1039.76,0.253119665748298,0.242030511089732,0.00660384738129871
1049.76,0.253206923395754,0.245248788331053,0.00667477492511503
1059.76,0.247935582279952,0.2449512136675,0.00666820919852238
1069.76,0.257622431205083,0.245882638733179,0.00668876530371061
1079.76,0.259158697818765,0.242786260738446,0.00662048718889421
1089.76,0.254550909081529,0.24207775989318,0.00660488739399501
1099.76,0.249522515229595,0.247688236139903,0.00672865565694554
1109.76,0.242656521804233,0.243002759801169,0.00662525582215166
1119.76,0.248680697659964,0.24343695587046,0.00663482193216544
1129.76,0.253257441543935,0.252737197024512,0.00684048492246919
1139.76,0.246038279448564,0.240253431779841,0.00656476002310497
1149.76,0.253195720350098,0.243415563134544,0.00663435053557381
1159.76,0.251943160461361,0.250026616173579,0.00678039694727839
1169.76,0.250973886829396,0.239731498346735,0.00655329064194072
1179.76,0.254622253575512,0.248307818377651,0.00674235637790448
1189.76,0.245781396536412,0.243047523363479,0.0066262418913795
1199.76,0.24644299273107,0.235874212901819,0.00646868122822521
1209.76,0.25428778855553,0.245941547223686,0.00669006588078687
1219.76,0.251882599316384,0.246128825762892,0.00669420099142537
1229.76,0.250003844782965,0.242188554412967,0.00660732629118606
1239.76,0.253206582378581,0.243288751497153,0.00663155635873693
1249.76,0.252284323333346,0.241758362182941,0.00659785776520778
1259.76,0.246198985870958,0.23994788173425,0.00655804502972937
1269.76,0.245828746398122,0.244882244697777,0.00666668767374356
1279.76,0.248272571208652,0.252096479239266,0.00682627093049448
1289.76,0.248473422460078,0.245534526509165,0.00668108090872876
1299.76,0.248487194301347,0.248815090431375,0.00675357832463765
1309.76,0.249470050095845,0.246189977582761,0.00669555135201416
1319.76,0.253230266069882,0.246448504381213,0.00670126086307444
1329.76,0.250821424982471,0.238453633851951,0.00652523056783513
1339.76,0.249184389538139,0.247870677320053,0.00673268928806915
1349.76,0.247000154217285,0.242214000486081,0.00660788646084021
1359.76,0.245791187900199,0.245415941030357,0.00667846366580381
1369.76,0.246465964255145,0.247634626519337,0.00672747049546795
1379.76,0.24484762905273,0.24371275690549,0.00664090001645236
1389.76,0.250869143087138,0.248369451131306,0.00674371960030752
1399.76,0.24378862490151,0.249531863566077,0.00676944208980806
1409.76,0.248801712070876,0.24886547642672,0.00675469320225566
1419.76,0.24494413100859,0.242650359212183,0.00661749422390041
1429.76,0.245398014810183,0.242290558277862,0.00660957187196819
1439.76,0.246572122543279,0.245938866694507,0.0066900066989975
1449.76,0.24275479489092,0.240257420024343,0.00656484768276708
1459.76,0.24642297377266,0.243665205940459,0.00663985199764041
1469.76,0.241954584812382,0.242875191324894,0.00662244588535882
1479.76,0.248067479108434,0.246287243195346,0.00669769931090291
1489.76,0.248241688280304,0.247480842429026,0.0067240710168214
1499.76,0.24285008918177,0.237815236015983,0.0065112233874448
1509.76,0.249802591277575,0.250858312150932,0.0067988213842536
1519.76,0.24684632252966,0.243408121000165,0.00663418654733961
1529.76,0.244379923888547,0.245555309110683,0.00668153961609889
1539.76,0.247994139077506,0.248600165177436,0.00674882319911225
1549.76,0.24229269667683,0.245957205827826,0.00669041160010458
1559.76,0.245709408930041,0.243552170992969,0.00663736087498714
1569.76,0.25009053987234,0.244706832791019,0.00666281827715571
1579.76,0.247424941874852,0.244940510982927,0.00666797308122035
1589.76,0.244886378677679,0.246633793177784,0.00670535361983588
1599.76,0.250578795693007,0.241091279884564,0.00658318174773275
1609.76,0.250549482796786,0.246050093596855,0.00669246251281574
1619.76,0.246908046601437,0.240849188084121,0.00657785760309041
1629.76,0.238051727692816,0.245576371521004,0.00668200450680466
1639.76,0.247820562394169,0.245351910487944,0.00667705057792389
1649.76,0.245365358796358,0.251137517717418,0.00680500908632327
1659.76,0.251904064936024,0.246610434001591,0.00670483761823928
1669.76,0.248872577547813,0.241994549846019,0.00660305584998595
1679.76,0.242966224363515,0.247903078793137,0.00673340571694312
1689.76,0.245932239695767,0.250315116619695,0.00678678678672558
1699.76,0.248609114202578,0.242939994241379,0.00662387325664482
1709.76,0.249818740524419,0.250510383390346,0.00679111240935971
1719.76,0.249497548117711,0.240811586854714,0.00657703076073078
1729.76,0.251468407301356,0.247228968837486,0.00671850406887108
1739.76,0.247670919083077,0.241107129878658,0.00658353036114753
1749.76,0.244064690209198,0.24625483103997,0.00669698352144087
1759.76,0.242262030422877,0.25040624104745,0.00678880533240442
1769.76,0.247239243067084,0.243459884639642,0.0066353271846072
1779.76,0.247912042391075,0.244572502250387,0.00665985544701802
1789.76,0.244336813912666,0.245136425685414,0.00667229556351064
1799.76,0.244810129823242,0.245650459635348,0.00668363984363399
1809.76,0.243096001192148,0.249942260597831,0.0067785288567534
1819.76,0.252223993417412,0.244557207010976,0.00665951811075264
1829.76,0.252389667512939,0.246865182419776,0.00671046547695949
1839.76,0.242555892690428,0.248636241086894,0.00674962130945338
1849.76,0.245172418029306,0.242605071010203,0.00661649691159067
1859.76,0.24461133348524,0.244960039301737,0.00666840390674519
1869.76,0.256150867745296,0.247161303684575,0.00671700870386254
1879.76,0.243978363388707,0.239513284548777,0.00654849688924948
1889.76,0.247619419687419,0.244856032059092,0.00666610941790469
1899.76,0.246437308143555,0.243892400903168,0.00664485970592239
1909.76,0.246277183681029,0.245908945615488,0.00668934609776165
1919.76,0.24775351320557,0.245992281995013,0.00669118604615351
1929.76,0.256015430454502,0.249231338161125,0.00676278977779759
1939.76,0.244072292651105,0.243948686176148,0.00664610045315265
1949.76,0.250818148886603,0.243430535815097,0.00663468046311484
1959.76,0.248534271166997,0.241379294314325,0.00658951718895501
1969.76,0.24926236196831,0.242955022300087,0.00662420428027611
1979.76,0.248839523184492,0.241323075120432,0.0065882804223089
1989.76,0.243634472645167,0.243386961438229,0.00663372029935564
1999.76,0.243555044861608,0.254786838591109,0.00688599856860944
2009.76,0.250004178027566,0.243703865206314,0.00664070404126448
2019.76,0.248203184447624,0.248073530945894,0.00673717487054733
2029.76,0.245399338072437,0.243958985663153,0.00664632749998361
2039.76,0.241787452568629,0.24461203592176,0.00666072738009363
2049.76,0.245343555087551,0.244798220463602,0.00666483412452933
2059.76,0.243341173852394,0.243100407207611,0.00662740688227333
2069.76,0.254019102946327,0.247034387075217,0.00671420411851109
2079.76,0.249507149059397,0.241430715955899,0.0065906484631645
2089.76,0.24428042565253,0.243744163490724,0.00664159223608076
2099.76,0.247387287187107,0.244286780613999,0.00665355452359405
2109.76,0.247434461203781,0.242083495970994,0.00660501365581521
2119.76,0.24634458747923,0.245625114596293,0.00668308039557107
2129.76,0.254429089182572,0.245663164702098,0.00668392029018808
2139.76,0.245115696520396,0.246057663007168,0.00669262964780697
2149.76,0.244631522462983,0.247818897143059,0.00673154441288765
2159.76,0.250177260222945,0.249835048135338,0.00677615475756627
2169.76,0.245709064998432,0.247595902145076,0.00672661443562969
2179.76,0.245927936664334,0.248821006251066,0.00675370922025685
2189.76,0.251832796242035,0.251277924468255,0.00680812122820411
2199.76,0.247105627562033,0.240473105843634,0.00656958877511462
2209.76,0.247662208090522,0.24660727157933,0.0067047677613886
2219.76,0.253756836433977,0.242381303730498,0.00661156975593125
2229.76,0.24818133312673,0.252869682677116,0.00684342485944977
2239.76,0.248012713331453,0.242669763167489,0.00661792153828386
2249.76,0.246555391337895,0.248206655825938,0.00674011895275385
2259.76,0.246594201205554,0.248148293338914,0.00673882821908737
2269.76,0.240866590627215,0.242416477041997,0.00661234418278907
2279.76,0.250334479783281,0.249442585107041,0.00676746570290883
2289.76,0.248014158038831,0.244930383460788,0.00666774965466695
2299.76,0.250322278949945,0.240085223075823,0.00656106313741813
2309.76,0.250241291765617,0.250681681812234,0.0067949075836804
2319.76,0.250079109485263,0.248214934475427,0.00674030204635347
2329.76,0.252194452200328,0.24367910602128,0.00664015835007492
2339.76,0.252943342384487,0.249481561121631,0.00676832851188325
2349.76,0.24370153929637,0.247346867444388,0.00672110974990591
